0x9815bd8, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, MissPrediction 
0xab1d218, BPRas, NoPrediction 
0xab1d218, BPHybrid, CorrectPrediction 
0xab1d2a8, BPRas, NoPrediction 
0xab1d2a8, BTB, CorrectPrediction 
0xab199a0, BPRas, NoPrediction 
0xab199a0, BTB, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, MissPrediction 
0xab1d0f8, BPRas, NoPrediction 
0xab1d0f8, BTB, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
0xab1cd98, BPRas, NoPrediction 
0xab1cd98, BTB, CorrectPrediction 
0xab1c690, BPRas, NoPrediction 
0xab1c690, BTB, CorrectPrediction 
0xab1ecc8, BPRas, NoPrediction 
0xab1ecc8, BTB, CorrectPrediction 
0xaa85740, BPRas, NoPrediction 
0xaa85740, BTB, CorrectPrediction 
0xab214c8, BPRas, NoPrediction 
0xab214c8, BPHybrid, CorrectPrediction 
0xaa82ca0, BPRas, NoPrediction 
0xaa82ca0, BPHybrid, CorrectPrediction 
0xab1c9f0, BPRas, NoPrediction 
0xab1c9f0, BPHybrid, CorrectPrediction 
0xab1cb10, BPRas, NoPrediction 
0xab1cb10, BPHybrid, CorrectPrediction 
0xab1cc30, BPRas, NoPrediction 
0xab1cc30, BPHybrid, CorrectPrediction 
